id,commonNames,scientificNameWithoutAuthor,scientificNameAuthorship,gbifId,powoId,iucnCategory
1561919,[],Pogostemon glaber,Benth.,3900110.0,454844-1,
1408540,"['Indian patchouli', 'Java patchouli', 'False patchouli']",Pogostemon heyneanus,Benth.,3900033.0,454848-1,
1408541,[],Pogostemon plectranthoides,Desf.,4931163.0,454888-1,
1561970,[],Pogostemon stellatus,(Lour.) Kuntze,7308820.0,454904-1,LC
1561990,['Frosted mint'],Poliomintha incana,(Torr.) A.Gray,2926891.0,454926-1,
1358853,['Mediterranean Prasium'],Prasium majus,L.,3898574.0,454986-1,
1562166,['Lilac Mint-bush'],Prostanthera caerulea,R.Br.,3895323.0,455007-1,
1562178,"['Alpine mintbush', 'Rough Mintbush']",Prostanthera cuneata,Benth.,3895054.0,455020-1,
1562183,[],Prostanthera eckersleyana,F.Muell.,3894944.0,455026-1,
1562195,['Cut-leaf mintbush'],Prostanthera incisa,R.Br.,7308217.0,455037-1,
1562200,"['Mountain-lilac', 'Victorian Christmasbush', 'Christmas Mintbush']",Prostanthera lasianthos,Labill.,7308211.0,455039-1,
1419277,"['Mintbush', 'Oval-leaf mintbush', 'Purple mintbush']",Prostanthera ovalifolia,R.Br.,7308187.0,455054-1,
1562224,['Round-leaf mintbush'],Prostanthera rotundifolia,R.Br.,3893999.0,455065-1,
1562225,[],Prostanthera rugosa,A.Cunn. ex Benth.,3893982.0,455066-1,
1562228,[],Prostanthera scutellarioides,(R.Br.) Druce,7671937.0,455070-1,
1562233,[],Prostanthera sieberi,Benth.,3893749.0,455072-1,
1562238,"[""Jockey's-cap"", 'Streaked mintbush']",Prostanthera striatiflora,F.Muell.,7308113.0,455075-1,
1562248,[],Prunella × bicolor,Beck,5607978.0,455100-1,
1362041,"['Grace zophia helios', 'Grace sophious heallios', 'Heal on mallettus handullas']",Prunella hyssopifolia,L.,5607908.0,455124-1,
1562253,[],Prunella × intermedia,Link,8100612.0,455129-1,
1358854,"['Cutleaf selfheal', 'Cut-leaved Selfheal', 'Cut-leaved Self-heal']",Prunella laciniata,(L.) L.,5341296.0,455135-1,
1356109,"['Self-heal', 'Heal-all', 'Carpenterweed', 'Common Selfheal', 'Common Self-Heal', 'Common Heal-All', 'All-heal', 'Hook-Heal', 'Sicklewort', ""Carpenter's Herb"", 'Busuioc salbatic', 'Közönséges gyíkfű', 'Brunört', 'Parastā Brūngalvīte (LVL)', 'Grkljanka']",Prunella vulgaris,L.,5341297.0,455176-1,LC
1413387,"['Silverleaf mountain mint', 'Hoary mountainmint', 'Hoary Mountain-Mint']",Pycnanthemum incanum,(L.) Michx.,2927354.0,455219-1,
1413388,"['Slender mountain-mint', 'Narrow-leaf mountain-mint', 'Common horsemint', 'Narrowleaf mountainmint', 'Narrowleaf Mountain-Mint', 'Slenderleaf Mountain-Mint']",Pycnanthemum tenuifolium,Schrad.,2927347.0,455236-1,
1413389,"['Whorled mountain-mint', 'Whorled mountainmint']",Pycnanthemum verticillatum,(Michx.) Pers.,2927363.0,455240-1,
1562296,[],Rostrinucula dependens,(Rehder) Kudô,3887596.0,455517-1,
1562321,[],Roylea cinerea,(D.Don) Baill.,3887267.0,455519-1,
1562332,[],Salvia adenocaulon,P.H.Davis,3886479.0,455567-1,
1562333,[],Salvia adenophora,Fernald,3886435.0,455569-1,
1562334,[],Salvia adenophylla,Hedge & Hub.-Mor.,3886427.0,455570-1,
1356119,['تخم شربتی، تخمک، مریم گلی مصری'],Salvia aegyptiaca,L.,10667710.0,455578-1,
1562340,[],Salvia aerea,H.Lév.,3886340.0,455580-1,
1358858,"['African sage', 'Mediterranean sage']",Salvia aethiopis,L.,2927030.0,455581-1,
1358860,['Silver sage'],Salvia argentea,L.,2927065.0,455672-1,
1562391,[],Salvia × auriculata,Mill.,3884524.0,455711-1,
1562393,['Austrian sage'],Salvia austriaca,Jacq.,3902835.0,455716-1,
1562399,['Blue sage'],Salvia azurea,Michx. ex Vahl,8283204.0,455727-1,
1437785,['Shrubby blue sage'],Salvia ballotiflora,Benth.,2927043.0,455736-1,
1562409,['Sage'],Salvia × bernardina,Parish ex Greene,2927032.0,455762-1,
1562413,[],Salvia blancoana,Webb & Heldr.,7351266.0,455781-1,
1358863,[],Salvia broussonetii,Benth.,3883093.0,455826-1,
1419279,[],Salvia buchananii,Hedge,3883075.0,455828-1,
1562441,[],Salvia cadmica,Boiss.,3882908.0,455845-1,
1444591,[],Aphelandra prismatica,(Vell.) Hiern,7264058.0,45586-1,
1562448,[],Salvia campanulata,Wall. ex Benth.,3882664.0,455865-1,
1358864,['Canary Island Sage'],Salvia canariensis,L.,7306552.0,455871-1,
1362487,[],Salvia candelabrum,Boiss.,3882511.0,455873-1,LC
1562454,['Hoary Salvia'],Salvia canescens,C.A.Mey.,8004998.0,455879-1,LC
1437787,['Thistle sage'],Salvia carduacea,Benth.,2927010.0,455888-1,
1562462,[],Salvia castanea,Diels,3882150.0,455892-1,
1562474,['False blue sage'],Salvia chamelaeagnea,Berg.,3881832.0,455921-1,
1407012,[],Salvia cinnabarina,M.Martens & Galeotti,7309594.0,455959-1,
1356114,"['Texas sage', 'Red salvia', 'Tropical sage', 'Scarlet sage', 'Wild salvia', 'Red sage', 'Sage', 'Blood sage', 'Momili', 'Cherry Red Sage']",Salvia coccinea,Buc'hoz ex Etl.,9278365.0,455978-1,
1419280,"['Chia', 'California chia']",Salvia columbariae,Benth.,2927060.0,455999-1,
1562509,['Sabra-spike Sage'],Salvia confertiflora,Pohl,7309500.0,456011-1,
1562517,[],Salvia corrugata,Vahl,3905260.0,456028-1,
1562518,[],Salvia costaricensis,Oerst.,3904973.0,456030-1,
1422752,"['Sky-Blue lantana', 'Blue sky lantana (ఆకాశ నీలాలు)', 'Blue sky lantana', 'ఆకాశ నీలాలు']",Salvia cuspidata,Ruiz & Pav.,7309440.0,456057-1,
1562546,[],Salvia dentata,Aiton,3904157.0,456091-1,
1562547,[],Salvia deserta,Schangin,7309371.0,456094-1,
1569455,[],Adesmia filipes,A.Gray,5356199.0,4561-2,
1419281,['Andean sage'],Salvia discolor,Kunth,7639036.0,456109-1,
1562553,['Large blue sage'],Salvia disermas,L.,8179998.0,456112-1,
1562556,"['Yerba de la pastora', ""Diviner's sage"", 'Divining sage', 'Herb-of-the-virgin']",Salvia divinorum,Epling & Játiva,2927020.0,456121-1,
1562558,"[""Pilgrim's Rest pink sage""]",Salvia dolomitica,Codd,3903804.0,456126-1,
1425512,['Dominican sage'],Salvia dominica,L.,3903762.0,456131-1,
1421026,"['Coral aphelandra', ""Sinclair's aphelandra""]",Aphelandra sinclairiana,Nees,3776906.0,45615-1,
1419282,"['Pineapple sage', 'Pineapple-scented sage']",Salvia elegans,Vahl,6412418.0,456162-1,
1377389,"['Mealy Cup Sage', 'Mealy sage', 'Blue sage', 'Mealycup sage', 'Mealy Blue Sage', 'Mentha Longifolia']",Salvia farinacea,Benth.,2927064.0,456204-1,
1358866,"['Greek sage', 'Greek-oregano', 'Three-lobe sage', 'Salvia de jardín', 'Three-leaved Sage', 'Three-lobed Sage']",Salvia fruticosa,Mill.,6412283.0,456249-1,
1562617,[],Salvia fulgens,Cav.,7309092.0,456254-1,
1562623,[],Salvia garedjii,Troitsky,3901688.0,456267-1,
1562624,[],Salvia gariepensis,E.Mey.,3901674.0,456269-1,
1562627,[],Salvia gesneriiflora,Lindl. & Paxton,8368963.0,456274-1,
1562631,[],Salvia glabrescens,Makino,7309085.0,456283-1,
1395911,"[""Jupiter's distaff"", 'Sticky clary', 'Sticky sage', ""Jupiter's sage"", 'Glutinous sage', 'Hardy sage', 'Yellow Sage', 'Cinsteț']",Salvia glutinosa,L.,2927026.0,456289-1,
1562646,"['San Antone-oregano', 'Autumn sage']",Salvia greggii,A.Gray,2927038.0,456321-1,
1562647,[],Salvia grewiifolia,S.Moore,3900998.0,456322-1,
1389638,"['Hummingbird Sage', 'Anise-scented Sage', 'Paranasalvia (Swedish)', 'Sálvia-azul (Spanish)', 'Amistad']",Salvia guaranitica,A.St.-Hil. ex Benth.,7486599.0,456327-1,
1404301,[],Salvia haenkei,Benth.,3900835.0,456337-1,
1444619,[],Aphelandra tridentata,Hemsl.,3776524.0,45636-1,
1562677,[],Salvia hians,Royle ex Benth.,3900330.0,456370-1,
1425514,['Jerusalem salvia'],Salvia hierosolymitana,Boiss.,6412055.0,456373-1,
1419283,"['Chia', 'Spanish sage', 'Chia sage']",Salvia hispanica,L.,2926992.0,456385-1,
1425515,[],Salvia indica,L.,3899535.0,456433-1,
1358868,[],Salvia interrupta,Schousb.,7931336.0,456443-1,
1425516,[],Salvia judaica,Boiss.,3898876.0,456466-1,
1562724,[],Salvia jurisicii,Kosanin,3898838.0,456469-1,
1562727,[],Salvia karwinskii,Benth.,3898807.0,456472-1,
1562728,[],Salvia keerlii,Benth.,3898799.0,456473-1,
1562735,[],Salvia koyamae,Makino,3898662.0,456487-1,
1562743,[],Salvia laevis,Benth.,3898504.0,456503-1,
1358870,"['Verbena Sage', 'Vervain Sage', 'Wild Clary']",Salvia lanigera,Poir.,3898293.0,456520-1,
1562751,[],Salvia lasiantha,Benth.,3898253.0,456525-1,
1562752,[],Salvia lasiocephala,Hook. & Arn.,3898247.0,456526-1,
1562767,['مریم گلی لبه دار'],Salvia limbata,C.A.Mey.,3897571.0,456572-1,
1562774,[],Salvia longispicata,M.Martens & Galeotti,3897283.0,456600-1,
1562785,[],Salvia macrophylla,Benth.,8098039.0,456630-1,
1562788,[],Salvia madrensis,Seem.,3896874.0,456636-1,
1562806,[],Salvia melissiflora,Benth.,3896322.0,456678-1,
1562807,[],Salvia melissodora,Lag.,3896308.0,456680-1,
1425517,[],Salvia microstegia,Boiss. & Balansa,3895821.0,456706-1,
1562812,"['Redroot sage', 'Chinese salvia', 'Red sage']",Salvia miltiorrhiza,Bunge,7308369.0,456707-1,
1562814,['Belize sage'],Salvia miniata,Fernald,3895760.0,456709-1,
1377394,"['Southern river sage', 'Tropical sage', 'Florida Keys sage', 'River sage']",Salvia misella,Kunth,2927058.0,456714-1,
1562824,[],Salvia moorcroftiana,Wall. ex Benth.,3895412.0,456738-1,
1562828,[],Salvia muirii,L.Bolus,3895306.0,456746-1,
1425518,[],Salvia multicaulis,Vahl,3895293.0,456747-1,
1562831,[],Salvia namaensis,Schinz,3895126.0,456759-1,
1397479,"['Woodland sage', 'Balkan Clary', 'Wood sage', 'Wild sage', 'مریم\u200cگلی', 'Stäppsalvia (Swedish)', 'Salvie de pădure', 'Jaleș de câmp']",Salvia nemorosa,L.,2927028.0,456774-1,
1377391,[],Salvia nilotica,Juss. ex Jacq.,3894697.0,456789-1,
1562841,[],Salvia nipponica,Miq.,3894689.0,456790-1,
1437810,['Nodding sage'],Salvia nutans,L.,2926984.0,456804-1,
1377395,"['Pegapega', 'Hap-seed', 'West Indian sage', 'Rabbit Meat']",Salvia occidentalis,Sw.,2927014.0,456822-1,
1356118,"['Sage', 'Kitchen Sage', 'Garden sage', 'Common Sage', 'Broadleaf Sage', 'Berggarten Sage', 'Golden Sage', ""Holt's Mammoth Sage"", 'Purple Garden Sage', 'Tricolor Sage', 'West Indian sage', 'Purple sage', 'مریم گلی', 'Adaçayı', 'Zalfija (Serbian)']",Salvia officinalis,L.,2927004.0,456833-1,LC
1437812,['Pale sage'],Salvia pallida,Benth.,3893251.0,456874-1,
1398571,"['Blue sage', 'Sage', 'Hummingbird Sage']",Salvia patens,Cav.,3892852.0,456902-1,
1358874,[],Salvia phlomoides,Asso,7819681.0,456939-1,
1399391,[],Salvia pinnata,L.,3892031.0,456955-1,
1562916,[],Salvia pisidica,Boiss. & Heldr. ex Benth.,3891998.0,456958-1,
1430222,"['Australian sage', 'Common sage']",Salvia plebeia,R.Br.,3891879.0,456965-1,
1419285,[],Salvia pomifera,L.,3891602.0,456985-1,
1395913,"['Meadow Sage', 'Meadow Clary', 'Introduced sage', 'Prairie-Meadow Sage', 'Salvia', 'Шавлія лучна', 'Salvie de câmp', 'Шалфей луговой', 'Réti zsálya (Hun)', 'Sage', 'Livadska Žalfija']",Salvia pratensis,L.,2927007.0,457007-1,
1562938,['Blue creeper'],Salvia procurrens,Benth.,7307768.0,457015-1,
1562945,[],Salvia przewalskii,Maxim.,7307728.0,457025-1,
1562970,[],Salvia radula,Benth.,7780329.0,457082-1,
1377386,"['Rocky Mountain sage', 'Lance-leaf sage', 'Mintweed', 'Wild mint', 'Narrow-leaf sage', 'Lanceleaf sage', 'Blue sage', 'Lambsleaf sage', 'Sage mint', 'Lance-leaved sage', ""Lamb's-leaved sage""]",Salvia reflexa,Hornem.,2927001.0,457095-1,
1444635,[],Asystasia ansellioides,C.B.Clarke,3775373.0,45710-1,
1562983,[],Salvia repens,Burch. ex Benth.,7307546.0,457103-1,
1562986,[],Salvia reuteriana,Boiss.,3889612.0,457107-1,
1562993,[],Salvia ringens,Sm.,8303746.0,457120-1,
1562995,[],Salvia roborowskii,Maxim.,3889312.0,457123-1,
1563000,[],Salvia rosmarinoides,A.St.-Hil. ex Benth.,3889117.0,457137-1,
1563017,[],Salvia sagittata,Ruiz & Pav.,3888514.0,457173-1,
1563026,[],Salvia scabiosifolia,Lam.,3888348.0,457188-1,
1563027,[],Salvia scabra,Thunb.,3888333.0,457190-1,
1358876,"['Clary', 'Clary sage', 'Europe sage', 'European sage', 'Salvia romana', 'Clear-eye', 'See-bright sage', 'Garden Clary', 'Orvale']",Salvia sclarea,L.,2927000.0,457210-1,
1563049,[],Salvia semiatrata,Zucc.,3887863.0,457224-1,
1410005,"['Littlewoman', 'Catnip', 'Rabbit Meat', 'Small white sage']",Salvia serotina,L.,2926987.0,457230-1,
1444638,[],Asystasia charmian,S.Moore,3775272.0,45724-1,
1563060,[],Salvia sharifii,Rech.f. & Esfand.,3887602.0,457241-1,
1377397,[],Salvia somalensis,Vatke,3887224.0,457271-1,
1358877,[],Salvia spinosa,L.,3886937.0,457293-1,
1563082,[],Salvia stachydifolia,Benth.,3886845.0,457302-1,
1563084,[],Salvia staminea,Montbret & Aucher ex Benth.,7770962.0,457304-1,
1437823,['Sawtooth sage'],Salvia subincisa,Benth.,2927015.0,457322-1,
1563105,['Woodland sage'],Salvia × sylvestris,L.,2926990.0,457344-1,
1563108,['Wild Sage'],Salvia taraxacifolia,Coss. & Balansa,3886184.0,457356-1,EN
1437826,['Texas sage'],Salvia texana,(Scheele) Torr.,2926988.0,457383-1,
1377388,"['Lindenleaf sage', 'Linden-leaf sage', 'Linden-leaved sage']",Salvia tiliifolia,Vahl,2927066.0,457397-1,
1358880,[],Salvia tingitana,Etl.,3885603.0,457398-1,
1395917,[],Salvia tomentosa,Mill.,3885499.0,457406-1,
1563136,[],Salvia tortuosa,Kunth,7306887.0,457410-1,
1419289,[],Salvia transsylvanica,(Schur ex Griseb. & Schenk) Schur,7971949.0,457417-1,
1405641,"['Chinese violet', 'Ganges primrose', 'Philippine violet', 'Primrose', 'Thập vạn thác']",Asystasia gangetica,(L.) T.Anderson,3173254.0,45742-1,
1384749,[],Asystasia guttata,(Forssk.) Brummitt,3775091.0,45745-1,
1388783,"['Bog Sage', 'Wishbell']",Salvia uliginosa,Benth.,3882686.0,457459-1,
1563172,[],Salvia valentina,Vahl,3884438.0,457478-1,
1356115,"['Wild clary', 'Vervain sage', 'Wild sage', 'Small sage', 'Verbena sage']",Salvia verbenaca,L.,6409706.0,457495-1,
1397480,"['Lilac sage', 'Whorled clary', 'Whorled Sage', 'Quirlblütige Salbei (DE)', 'Urechea porcului']",Salvia verticillata,L.,2926995.0,457502-1,
1358881,"['Wild clary', 'Annual clary', 'Bluebeard', 'Green Sage']",Salvia viridis,L.,3883959.0,457515-1,
1563190,[],Salvia wardii,E.Peter,3883838.0,457528-1,
1563200,[],Salvia xalapensis,Benth.,7306668.0,457539-1,
1563201,[],Salvia xanthocheila,Boiss. ex Benth.,3883665.0,457540-1,
1384755,[],Asystasia lindauiana,Hutch. & Dalziel,3774989.0,45757-1,VU
1563220,[],Satureja coerulea,Janka,3882467.0,457601-1,
1399392,[],Satureja cuneifolia,Ten.,7306488.0,457615-1,
1432545,[],Asystasia mysorensis,(Roth) T.Anderson,7628576.0,45766-1,
1395936,"['Savory', 'Summer savory', 'Summer Thyme', 'مرزه', 'Cimbru']",Satureja hortensis,L.,2926885.0,457680-1,
1398783,[],Satureja intricata,Lange,7309554.0,457695-1,
1361829,"['Savory', 'Winter savory', 'Perennial savory', 'White Thyme']",Satureja montana,L.,2926884.0,457736-1,
1563249,[],Satureja spicigera,(K.Koch) Boiss.,3903252.0,457813-1,
1563250,[],Satureja spinosa,L.,7523676.0,457814-1,
1399393,[],Satureja subspicata,Bartl. ex Vis.,7309250.0,457823-1,
1358884,"['Persian zatar', 'Pink savory', 'Water savory']",Satureja thymbra,L.,3902859.0,457833-1,
1384760,[],Asystasia riparia,Lindau,3774712.0,45787-1,
1563246,[],Satureja rumelica,Velen.,3903585.0,457999-1,
1437989,['Alabama skullcap'],Scutellaria alabamensis,Alexander,5341371.0,458105-1,
1397489,[],Scutellaria albida,L.,7428462.0,458108-1,
1397490,"['Alpine scullcap', 'Alpine Skullcap', 'Alpine Skull-cap']",Scutellaria alpina,L.,7309071.0,458112-1,
1396136,"['Somerset skullcap', 'Tall skullcap']",Scutellaria altissima,L.,5341373.0,458118-1,
1437991,['Nose skullcap'],Scutellaria antirrhinoides,Benth.,5341340.0,458137-1,
1377410,[],Scutellaria arabica,Jaub. & Spach,5609999.0,458139-1,
1419290,"['Baikal skullcap', 'Chinese skullcap', '속썩은풀']",Scutellaria baicalensis,Georgi,7309014.0,458155-1,
1563298,['Barbed skullcap'],Scutellaria barbata,D.Don,5609933.0,458159-1,
1563306,[],Scutellaria brevibracteata,Stapf,7308978.0,458168-1,
1563316,[],Scutellaria caucasica,A.Ham.,5609813.0,458187-1,
1358885,"['Large skullcap', 'Somerset Skullcap']",Scutellaria columnae,All.,5609719.0,458212-1,
1406798,"['Costa Rican Skullcap', 'Scarlet Skullcap']",Scutellaria costaricana,H.Wendl.,5609675.0,458224-1,
1563344,[],Scutellaria diffusa,Benth.,5609600.0,458247-1,
1718445,[],Scutellaria discolor,Wall. ex Benth.,7996273.0,458248-1,
1438000,"[""Drummond's skullcap""]",Scutellaria drummondii,Benth.,5341346.0,458250-1,
1396137,"['Marsh scullcap', 'Skullcap', 'Hooded Skullcap', 'Hierba de la Celada', 'Marsh Skullcap', 'Common scullcap', 'Common Skullcap']",Scutellaria galericulata,L.,2926759.0,458280-1,LC
1563365,[],Scutellaria galerita,Epling,5609428.0,458281-1,
1563378,[],Scutellaria grossa,Wall.,5609359.0,458301-1,
1396138,['Norfolk Skullcap'],Scutellaria hastifolia,L.,5609333.0,458313-1,
1410020,['Havana skullcap'],Scutellaria havanensis,Jacq.,5341379.0,458315-1,
1438004,['Hoary skullcap'],Scutellaria incana,Biehler,5341378.0,458351-1,
1419291,[],Scutellaria incarnata,Vent.,7308720.0,458352-1,
1430337,[],Scutellaria indica,L.,7308714.0,458357-1,
1411086,"[""Bailey's Sedge""]",Carex baileyi,Britton,2724005.0,45836-2,
1430338,[],Scutellaria javanica,Jungh.,5609094.0,458373-1,
1413746,"['Scullcap', 'Mad-dog scullcap', 'Mad Dog Skullcap', 'Blue skullcap', 'Madweed', 'Quaker Bonnet', 'Side-Flowering Skullcap']",Scutellaria lateriflora,L.,5341325.0,458402-1,LC
1444680,[],Barleria albostellata,C.B.Clarke,3774112.0,45842-1,
1563467,[],Scutellaria mesostegia,Juz.,5608898.0,458455-1,
1385110,[],Barleria angustiloba,Lindau,3774074.0,45846-1,LC
1396140,['Lesser skullcap'],Scutellaria minor,Huds.,5341345.0,458463-1,
1413747,"['Veiny Skullcap', 'Veined skullcap', 'Bottomland skullcap']",Scutellaria nervosa,Pursh,5341363.0,458486-1,
1563496,[],Scutellaria × nicholsonii,Taub.,5608788.0,458491-1,
1444684,[],Barleria argentea,Balf.f.,3774027.0,45850-1,
1563515,[],Scutellaria orichalcea,J.D.Sm.,7797669.0,458515-1,
1358886,[],Scutellaria orientalis,L.,7308451.0,458516-1,
1413748,"['Little scullcap', 'Small Skullcap', 'Little Skullcap', 'Dwarf skullcap']",Scutellaria parvula,Michx.,5341380.0,458538-1,
1411090,"['Stiff sedge', 'Bigelow sedge', ""Bigelow's Sedge"", 'Gwanmo sedge']",Carex bigelowii,Torr. ex Schwein.,2722383.0,45854-2,
1563547,[],Scutellaria pontica,K.Koch,5608482.0,458577-1,
1563551,[],Scutellaria prostrata,Jacquem. ex Benth.,5608452.0,458583-1,
1563552,[],Scutellaria przewalskii,Juz.,5608450.0,458585-1,
1410021,[],Scutellaria purpurascens,Sw.,7308277.0,458596-1,
1438016,['South American Skullcap'],Scutellaria racemosa,Pers.,5341322.0,458604-1,
1563564,[],Scutellaria repens,Buch.-Ham. ex D.Don,5608396.0,458612-1,
1563572,[],Scutellaria rupestris,Boiss. & Heldr.,7308215.0,458630-1,
1438019,['Smooth rock skullcap'],Scutellaria saxatilis,Riddell,5341358.0,458639-1,
1563577,[],Scutellaria scandens,D.Don,5608241.0,458641-1,
1563582,[],Scutellaria scordiifolia,Fisch. ex Schrank,7308189.0,458648-1,
1438020,['Showy skullcap'],Scutellaria serrata,Andrews,5341376.0,458653-1,
1563595,[],Scutellaria sieberi,Benth.,5608150.0,458662-1,
1438024,"[""Danny's skullcap""]",Scutellaria tuberosa,Benth.,5341360.0,458730-1,
1563654,[],Scutellaria violacea,B.Heyne ex Benth.,7850171.0,458760-1,
1358888,[],Sideritis arborescens,Salzm. ex Benth.,7307947.0,458805-1,
1563693,[],Sideritis barbellata,Mend.-Heuer,3892304.0,458819-1,LC
1563697,[],Sideritis bourgeana,Boiss. & Reut.,7716674.0,458828-1,
1389198,[],Sideritis brevicaulis,Mend.-Heuer,3892146.0,458832-1,
1358893,[],Sideritis canariensis,L.,3892034.0,458843-1,
1563707,[],Sideritis chamaedryfolia,Cav.,7307885.0,458854-1,
1358895,[],Sideritis cossoniana,Ball,3891782.0,458866-1,
1358896,[],Sideritis cretica,L.,7862362.0,458869-1,
1358898,[],Sideritis dasygnaphala,(Webb & Berthel.) Clos,3891646.0,458877-1,
1358899,[],Sideritis dendrochahorra,Bolle,7643395.0,458882-1,
1396259,[],Sideritis endressii,Willk.,7307817.0,458891-1,
1396260,[],Sideritis fruticulosa,Pourr.,3891231.0,458910-1,
1385122,[],Barleria buxifolia,L.,3773640.0,45892-1,
1563734,[],Sideritis glacialis,Boiss.,7307755.0,458920-1,LC
1563735,[],Sideritis glauca,Cav.,3891077.0,458922-1,
1358906,[],Sideritis hirsuta,L.,7443285.0,458935-1,
1362495,"['Mountain Tea', 'Rock Tea']",Sideritis hyssopifolia,L.,8372368.0,458942-1,LC
1563748,[],Sideritis ilicifolia,Willd.,7307676.0,458946-1,
1358909,[],Sideritis incana,L.,7307659.0,458953-1,
1358910,[],Sideritis infernalis,Bolle,3890500.0,458955-1,VU
1396257,['Hairy ironwort'],Sideritis lanata,L.,2926686.0,458967-1,
1563754,[],Sideritis lasiantha,Juss. ex Pers.,3890355.0,458969-1,
1362496,[],Sideritis leucantha,Cav.,7307627.0,458973-1,LC
1358918,['Mountain ironwort'],Sideritis montana,L.,2926688.0,459012-1,
1358919,[],Sideritis nervosa,(Christ) Linding.,3889694.0,459019-1,
1358920,[],Sideritis nutans,Svent.,3889652.0,459023-1,
1563787,[],Sideritis phlomoides,Boiss. & Balansa,3889285.0,459047-1,
1440629,"[""Bush's Sedge""]",Carex bushii,Mack.,2726467.0,45905-2,
1389651,[],Sideritis pumila,(Christ) Mend.-Heuer,3889202.0,459057-1,
1563792,[],Sideritis pungens,Benth.,7307469.0,459059-1,
1358924,[],Sideritis pusilla,(Lange) Pau,7307458.0,459061-1,
1358925,"['Simplebeak ironwort', 'Common Sideritis']",Sideritis romana,L.,2926687.0,459074-1,
1563801,"['Ironwort', 'Mountain Tea', ""Shepherd's Tea"", 'Greek Mountain Tea', 'Mursalski Tea', 'Pirinski Tea']",Sideritis scardica,Griseb.,7307419.0,459087-1,NT
1358926,[],Sideritis soluta,Clos,7307393.0,459099-1,
1563807,[],Sideritis stachydioides,Willk.,3888651.0,459103-1,
1399412,['Ironwort'],Sideritis syriaca,L.,7961270.0,459111-1,
1563814,[],Sideritis tragoriganum,Lag.,7307348.0,459120-1,
1563815,[],Sideritis trojana,Bornm.,3888471.0,459122-1,
1563851,[],Stachys aculeolata,Hook.f.,7307043.0,459260-1,
1396420,"['Chinese-artichoke', 'Japanese-artichoke', 'Knotroot', 'Artichoke betony']",Stachys affinis,Bunge,2927259.0,459268-1,
1385131,"['Philippine-violet', 'Bluebell', 'Bluebell barleria', 'Crested Philippine violet', 'Purple angel', 'Shooting star', 'Blue Togor']",Barleria cristata,L.,3173128.0,45927-1,
1438586,"['Hedge-nettle', 'Bugle hedge-nettle', 'Bugle hedgenettle']",Stachys ajugoides,Benth.,2927284.0,459274-1,
1397502,"['Limestone Woundwort', 'Alpine Woundwort', 'Alpine Stachys']",Stachys alpina,L.,7306931.0,459286-1,
1358932,"['Annual yellow woundwort', 'Annual hedge-nettle', 'Annual hedgenettle', 'Annual woundwort', 'Field woundwort', 'Hedgenettle Betony']",Stachys annua,(L.) L.,2927235.0,459300-1,
1425633,[],Stachys arabica,Hornem.,3885599.0,459303-1,
1358933,[],Stachys arenaria,Vahl,7306897.0,459308-1,
1396422,"['Field stachys', 'Field woundwort', 'Hedge-nettle', 'Corn woundwort', 'Staggerweed', 'Wild mint', 'Field hedge-nettle', 'Field nettle betony']",Stachys arvensis,(L.) L.,2927229.0,459319-1,
1444714,[],Barleria delamerei,S.Moore,3773211.0,45937-1,
1438593,['California hedgenettle'],Stachys bullata,Benth.,2927232.0,459387-1,
1396424,"[""Lamb's-ear"", ""Lamb'S-Ears"", ""Lamb'S-Lugs"", ""Lamb'S-Tails"", ""Lamb'S-Tongue"", 'Woolly Betony', 'Woolly Hedgenettle', 'Woolly Stachys', 'Woolly Hedge-Nettle', 'Заячьи ушки', 'Овечьи ушки', 'وکا گوشک(اطراف چالوس)', 'گوشبره']",Stachys byzantina,K.Koch,2927230.0,459393-1,
1563908,[],Stachys candida,Bory & Chaub.,7547054.0,459401-1,
1563909,[],Stachys canescens,Bory & Chaub.,3884469.0,459404-1,
1413911,"['Coastal Hedge-Nettle', 'Coastal hedgenettle']",Stachys chamissonis,Benth.,2927294.0,459414-1,
1563914,[],Stachys chrysantha,Boiss. & Heldr.,3884298.0,459418-1,
1358935,[],Stachys circinata,L'Hér.,3884228.0,459425-1,
1563915,[],Stachys citrina,Boiss. & Heldr. ex Benth.,7306730.0,459426-1,
1438595,"['Scarlet Hedge-Nettle', 'Scarlet hedgenettle']",Stachys coccinea,Ortega,2927233.0,459430-1,
1396425,[],Stachys corsica,Pers.,3884022.0,459445-1,
1396426,['Mediterranean woundwort'],Stachys cretica,L.,2927296.0,459450-1,
1438598,"['PInk Mint', ""Drummond's hedgenettle""]",Stachys drummondii,Benth.,2927268.0,459497-1,
1569473,[],Adesmia guttulifera,Sandwith,5355971.0,4595-2,
1563941,"['Florida betony', 'Rattlesnake weed', 'Florida Hedge-Nettle', 'Florida hedgenettle']",Stachys floridana,Shuttlew. ex Benth.,2927237.0,459531-1,
1358939,"['Downy woundwort', 'German hedgenettle', 'German hedge-nettle', 'Downy hedge-nettle', 'German Stachys']",Stachys germanica,L.,2927297.0,459557-1,
1396429,[],Stachys glutinosa,L.,3882844.0,459571-1,
1563955,[],Stachys graeca,Boiss. & Heldr.,3882792.0,459577-1,
1563957,[],Stachys grandifolia,E.Mey.,3882769.0,459582-1,
1396430,[],Stachys heraclea,All.,7664547.0,459596-1,
